author.username	content	timestamp
bholu.eth	In the latest round of updates, I think all registered operators got 500 and it didn't matter if you were top 200 or not, correct me if I am wrong.	2024-05-11T01:02:58.016000+00:00
gus33	<@875066441714520064> did some of the goerli operators get the airdrop? I found out that my operator address got 400 eigen, I did not do anything other than run an operator with that address. So am I one of the few who got it in this phase? If so, only 400?	2024-05-11T00:45:17.617000+00:00
taka7563	Is there something like a staked proof token?	2024-05-11T00:16:15.431000+00:00
nejn	0.0000625% is what the devs consider your operating time worth guys 🙂	2024-05-11T00:12:20.361000+00:00
.xkamx	This is really poor on the team's part. To act like our concerns (all entirely valid by the way) were being addressed, and this was an innocent oversight, just to pacify us is unbelievable...While 500 is better than nothing, it doesn't come close to making most of us whole, which is absurd based on the % of tokens available for community/ecosystem; not to mention the ridiculous # of team/investor tokens. Had they any regard for their reputation or this community (operators specifically, who helped them get to this stage with a pretty substantial amount of time, effort, and money) I'd have thought they would overcorrect as a show of good faith, but clearly greed won out. Whether that's because of scummy advisors in their ear, or they arrived at this conclusion on their own, it's just really lame and disappointing.	2024-05-10T23:37:00.709000+00:00
wale217	What did we do wrong?	2024-05-10T23:11:21.151000+00:00
wale217	I believe Eigen layer to be fair enough to treat their community and loyal testers well	2024-05-10T23:10:46.547000+00:00
wale217	why did the team choose to leave out majority of their testnet node operators	2024-05-10T23:09:46.909000+00:00
wale217	Ive gone through this, it doesnt answer the question	2024-05-10T23:08:57.301000+00:00
web3cm	https://discord.com/channels/1089434273720832071/1234559122444255242/1238591560631717909	2024-05-10T23:04:16.116000+00:00
wale217	what criteria was used for the users that got allocations??  were they randomly selected?	2024-05-10T23:03:48.015000+00:00
nejn	Absolute joke considering the team + insiders are going to be making 8 figures	2024-05-10T22:52:58.540000+00:00
nejn	rugged due to negligance and they offer some users 500, a fourth of what we lost due to their laziness	2024-05-10T22:52:30.767000+00:00
nejn	eigen once again absolutely screwing over operators	2024-05-10T22:52:11.172000+00:00
money658	what is security resons..??	2024-05-10T22:27:52.200000+00:00
web3cm	https://discord.com/channels/1089434273720832071/1234559122444255242/1238591560631717909	2024-05-10T21:46:11.706000+00:00
money658	Then what is the criteria if it is not random...???	2024-05-10T21:44:41.463000+00:00
web3cm	Not everyone got a reward. Only certain testnet users. If you don't see an allocation, then it means you are not eligible	2024-05-10T21:38:26.801000+00:00
money658	What is the criteria	2024-05-10T21:26:27.044000+00:00
money658	"I want my reward pls <@875066441714520064> 

Please understand us  and if you are not able to give reward then please explain us why....???"	2024-05-10T21:26:18.108000+00:00
money658	No many operators who staked very low also got reward	2024-05-10T21:25:25.448000+00:00
will2052	“Thanks for your contribution!”	2024-05-10T21:11:53.267000+00:00
will2052	Totally fvxked us all over	2024-05-10T21:11:23.409000+00:00
will2052	Because you guys were too slow to migrate to holesky	2024-05-10T21:11:11.780000+00:00
will2052	How about getting paid back for the $10,000 worth of goerli we all lost	2024-05-10T21:10:52.296000+00:00
money658	We need rewards for our contributions that's it	2024-05-10T21:08:40.327000+00:00
will2052	LOL	2024-05-10T21:02:16.025000+00:00
will2052	Security reasons?	2024-05-10T21:02:06.668000+00:00
web3cm	This is all we know at the moment: https://discord.com/channels/1089434273720832071/1234559122444255242/1238591560631717909	2024-05-10T21:01:45.558000+00:00
money658	I have done everything right what is wrong I have done...???	2024-05-10T20:59:08.802000+00:00
juans1719	ty for the answers btw	2024-05-10T20:56:15.715000+00:00
juans1719	"mm so there was some sort of filtering across testnet operator right?

Would like to see the requirements taken into account becaause I did spent time & money on trying it out. 

And besides I guess there is nothing to do regarding receiving EIGEN after all, I at least feel we deserve the reasoning or explanation of why certain operators dont receive allocation"	2024-05-10T20:56:09.479000+00:00
web3cm	Team already reviewed everything onchain	2024-05-10T20:53:36.276000+00:00
web3cm	All eligible allocations for testnet participants are already in season 1,  phase 1	2024-05-10T20:53:22.302000+00:00
juans1719	"Is there any way to verify is receiving not allocaction while being a testnet operator was a mistake or we wont receive nothing at all?

I just dont want to spend more time researching tbh <@875066441714520064>"	2024-05-10T20:52:59.473000+00:00
money658	Why team is silent on these questions	2024-05-10T20:52:42.259000+00:00
bholu.eth	gg -	2024-05-10T20:52:36.022000+00:00
bholu.eth	and people arent even asking for an airdrop rly... we all know you guys are too full of it to even consider that. the ask here was always to be made whole for gEth lost due to you all's lack of comms	2024-05-10T20:52:12.520000+00:00
bholu.eth	saying testnet was not incentivized so people shouldnt have done it is classic "take everything and give nothing back" mindset - mainnet wouldnt have launched w/o identifying issues in testnet, w/o these operators	2024-05-10T20:50:56.277000+00:00
money658	This is bad for the ecosystem	2024-05-10T20:50:28.464000+00:00
money658	Our contributions is nothing for eigenlayer means....?????	2024-05-10T20:50:01.346000+00:00
juans1719	I have open an eigen operator on Goerli and no news	2024-05-10T20:49:42.875000+00:00
bholu.eth	my operator addy got 500 eigen today, which is more than 0, so that's good. but jeez, long way off making myself whole	2024-05-10T20:49:39.787000+00:00
money658	We need proper information from the team	2024-05-10T20:49:36.906000+00:00
juans1719	hey I have the same problem that many here:	2024-05-10T20:49:33.905000+00:00
bholu.eth	just greed and a bunch of words	2024-05-10T20:49:03.925000+00:00
bholu.eth	"security reasons" lol - with goerli onchain txs + eigenlayer api endpoint to pull operator info, anyone who wants to can find any info about who was top 200 and at what time	2024-05-10T20:48:39.450000+00:00
ren3363	More likely the reasons for not publishing the criteria are so embarrassing that the team needs to hide behind "security reasons". Very weak and disappointing to hear such an excuse from a team with such a promising vision.	2024-05-10T20:46:05.753000+00:00
sifu0620	anyway my adress can be checked : 0x4BD59213269580778059e312C8aEA4C499C6dB15 ?	2024-05-10T20:41:59.138000+00:00
money658	How many operators are eligible....???	2024-05-10T20:41:09.106000+00:00
web3cm	Criteria hasn’t been made public so far for security reasons	2024-05-10T20:40:39.973000+00:00
money658	We also have contributed to the ecosystem	2024-05-10T20:40:22.352000+00:00
money658	If its not random then where is our reward	2024-05-10T20:40:09.801000+00:00
money658	This is not expected from a project like this...??	2024-05-10T20:39:34.745000+00:00
money658	We want to know the exact criteria for this please help us eigenlayer team	2024-05-10T20:39:10.274000+00:00
sifu0620	mine from december register is good and not eligible : 0x4BD59213269580778059e312C8aEA4C499C6dB15	2024-05-10T20:38:24.191000+00:00
ren3363	"Apologies, but the FAQ is not helpful. All it says is "*Certain* Goerli stakers and operators (no future testnets will be incentivized)"

Can you please explain the eligibility criteria for "*Certain*"? The eligibility criteria for *Certain* should be completely transparent, no?"	2024-05-10T20:38:00.101000+00:00
money658	There is no tx of unregistered	2024-05-10T20:37:40.211000+00:00
money658	In me getting reward	2024-05-10T20:37:22.815000+00:00
money658	Please help me	2024-05-10T20:37:15.121000+00:00
money658	This is not an issue	2024-05-10T20:36:58.173000+00:00
money658	An operator can't be unregistered once it registered	2024-05-10T20:36:51.697000+00:00
ivanhuk.	"First of all you should make sure that you was in top 200. I belive team will not reward for just creating the operator. And it is expected.
As i see on the address above there is only 1gETH. It defenetly impossible you operator to be in top200 with such small amount"	2024-05-10T20:27:48.418000+00:00
money658	I have deposited and delegated Eth to my operator then why I am not eligible	2024-05-10T20:25:26.566000+00:00
money658		2024-05-10T20:23:36.800000+00:00
money658	See my first two tx operator registration was successful	2024-05-10T20:22:40.311000+00:00
money658	0x051431F2Fc0725E14038ecfF3aEbFB7d46075825	2024-05-10T20:19:50.452000+00:00
money658	I am also want to check mine	2024-05-10T20:19:13.785000+00:00
sifu0620	mine was on december and not eligble too	2024-05-10T20:17:05.003000+00:00
sifu0620	maybe its the date, you registered in feb	2024-05-10T20:16:51.329000+00:00
anotyagi	Here my operator address 0x13191f01fc939679133Ba783C3C9E2e4B29E1490	2024-05-10T20:15:48.907000+00:00
anotyagi	Buddy atleast team just check my node address once again , if it's not randomly selection then something wrong happened <@875066441714520064>	2024-05-10T20:14:54.815000+00:00
anotyagi	It's to fair sir , I can stake my fund in eigen rather then invested in node run then it's worth it and more profitable for me.	2024-05-10T20:13:24.944000+00:00
money658	Same here bro	2024-05-10T20:13:05.152000+00:00
anotyagi	Then I'm still sock why I'm not eligible I'm care of my operator node like a child and doing everything properly and at the end what I'm get?  You are not eligible 😔	2024-05-10T20:12:20.194000+00:00
ivanhuk.	It strange think actually. I get drop. But why other who also was an operetor in top200 like me did not?	2024-05-10T20:11:11.120000+00:00
web3cm	I don't think it was stated that it was "random"	2024-05-10T20:11:09.147000+00:00
anotyagi	But why doing random selection, I'm doing approx 4 eth investment for my operator node and at the you guys doing random selection for operators.	2024-05-10T20:10:34.065000+00:00
web3cm	Then it means you are not eligible. Only certain users got allocations	2024-05-10T20:08:27.576000+00:00
sifu0620	SAme here, operator correctly registered and launch since last decemebre on goerli and 0 allocation	2024-05-10T20:03:19.121000+00:00
seb160.sol	Hello, I registered as an operator right at the beginning of the testnet, but I didn't receive any airdrop. My operator address on Goerli was 0x4992fa2e0e4a37f5aa4719307debc35ae94af6fd Why i'm not eligible?	2024-05-10T20:01:05.475000+00:00
web3cm	All eligible allocations for testnet participants are in season 1,  phase 1	2024-05-10T20:00:28.369000+00:00
.skond	in 2 season	2024-05-10T19:59:07.026000+00:00
.skond	so there will be another drop for the remaining ones?	2024-05-10T19:59:01.262000+00:00
money658	Why....???	2024-05-10T19:57:39.195000+00:00
money658	Why i am ineligible as an operator I have done all criteria still ineligible	2024-05-10T19:57:32.906000+00:00
web3cm	Team included all eligible allocations to phase 1 after their review	2024-05-10T19:52:14.074000+00:00
bholu.eth	so what was the point of this announcement?	2024-05-10T19:51:19.831000+00:00
web3cm	Apologies for the confusion	2024-05-10T19:50:57.694000+00:00
web3cm	All included in phase 1. I already corrected that message here: https://discord.com/channels/1089434273720832071/1234559122444255242/1238556132189016205	2024-05-10T19:50:53.383000+00:00
bholu.eth	"you are being really confusing here/in your messaging today -

to clarify, did the missed people who submitted their addys get included already or we need to wait until June for futher info"	2024-05-10T19:50:18.863000+00:00
herculesnode	"They were saying the same thing about Goerli. Then they included him.
but the reward distribution for goerli seems to be random"	2024-05-10T19:44:28.561000+00:00
web3cm	Team has stated that testnet is not incentivized	2024-05-10T19:42:31.703000+00:00
sebastian_pereira7623	Please clarify does this mean that the team doesn't need Holesky Operators anymore and operators can move their servers to another web3 testnet?	2024-05-10T19:36:04.615000+00:00
sqalef	same i spent about 12000 on goerli eth to restake and got rugged any allocation	2024-05-10T19:32:31.790000+00:00
maciver_	No worries, ty	2024-05-10T19:26:14.073000+00:00
herculesnode	I'm not going to whine here, but it would have been nice if he had at least not forgotten the Kol side that supported eigen. Thank you.	2024-05-10T19:25:40.475000+00:00
web3cm	Team already reviewed everything onchain, there will be no more reviews	2024-05-10T19:22:40.035000+00:00
herculesnode	Nope, My community members and those who goerli testnet installed it on my recommendation have been awarded but I don't seem to be eligible.	2024-05-10T19:22:35.694000+00:00
anotyagi	Are you eligible?	2024-05-10T19:22:14.738000+00:00
anotyagi	Please sir help me to recheck my address	2024-05-10T19:22:01.631000+00:00
herculesnode	<@875066441714520064> certain operators seem to have been reward.  very interesting.	2024-05-10T19:21:48.531000+00:00
web3cm	All available info is in the docs. We'll see if that's shared in the future	2024-05-10T19:21:11.390000+00:00
maciver_	Are you able to tell us what the criteria was?	2024-05-10T19:19:42.695000+00:00
anotyagi	And after stake a lot of geth also <@875066441714520064>	2024-05-10T19:19:41.919000+00:00
anotyagi	Check sir I'm take screenshot after successful setup my operator	2024-05-10T19:19:08.107000+00:00
web3cm	I corrected that after: https://discord.com/channels/1089434273720832071/1234559122444255242/1238556132189016205	2024-05-10T19:18:48.312000+00:00
anotyagi		2024-05-10T19:18:45.555000+00:00
web3cm	That wasn't a guarantee you'd be eligible. Team reviewed everything on chain, and included all eligible wallets in season 1, phase 1.	2024-05-10T19:18:29.976000+00:00
kopath4	Why was there a need to mislead?	2024-05-10T19:18:27.440000+00:00
kopath4	Will the remaining addresses not be included in the second phase as you previously mentioned?	2024-05-10T19:17:55.510000+00:00
anotyagi	I'm submittedy address in you DM when you ask please check it again sir because I'm doing everything right	2024-05-10T19:17:44.386000+00:00
web3cm	Then it means you are not eligible. It says: Certain Goerli stakers and operators (no future testnets will be incentivized)	2024-05-10T19:16:15.385000+00:00
anotyagi	But sir still shows not eligible 😕	2024-05-10T19:15:54.562000+00:00
web3cm	Yes, already included in season 1, phase 1. Please read here: https://docs.eigenfoundation.org/faq/season-1	2024-05-10T19:15:25.062000+00:00
anotyagi	<@875066441714520064> Please also clearify goreli testnet operator I'm already submitted my address in your DM when you ask , and still I'm not eligible it's unfair 😭	2024-05-10T19:14:38.795000+00:00
herculesnode	I ran Operator in Goerli Network. But I didn't get any reward.	2024-05-10T19:03:15.458000+00:00
rhymlore	I don't even know what's going on man, this airdrop been so bad, my pendle wallet that was farming EIGEN didn't qualify, and my testnet operator didn't qualify. Like what's going on so frustrating	2024-05-10T18:54:54.700000+00:00
kopath4	They just dumped the testers	2024-05-10T18:54:20.534000+00:00
rhymlore	Damn	2024-05-10T18:54:09.440000+00:00
rhymlore	Oh	2024-05-10T18:54:07.389000+00:00
kopath4	It didn't affect anything.	2024-05-10T18:54:03.204000+00:00
kopath4	About a week ago	2024-05-10T18:53:50.688000+00:00
rhymlore	Wait when did they collect addresses?	2024-05-10T18:53:17.925000+00:00
kopath4	I spent more than 2 ETH to participate in the test network and compete for a place among the first 200 AVS. Why bother collecting addresses only to end up giving nothing? It's a clown show.	2024-05-10T18:52:52.446000+00:00
rhymlore	Man I delegated bunch of ETH to my Goerli Operator, didn't run it for too long though, is that why I'm not eligible?	2024-05-10T18:52:37.705000+00:00
maciver_	that’s probs the issue then	2024-05-10T18:52:11.531000+00:00
chibronsec	no	2024-05-10T18:51:46.286000+00:00
maciver_	Were there ETH delegated to it?	2024-05-10T18:51:39.409000+00:00
chibronsec	I checked some of my Goerli Operators, all at 0 $EIGEN	2024-05-10T18:51:06.651000+00:00
anotyagi	Please check sir	2024-05-10T18:47:24.026000+00:00
anotyagi	Sir I'm submitting my operator address in your DM but not recieved any allocation 😥😥	2024-05-10T18:47:18.373000+00:00
maciver_	All for Goerli, don’t think Holesky got any? But again not 100% sure	2024-05-10T18:44:15.963000+00:00
maciver_	need someone to confirm tho, I can’t check atm. Just passing on info from others who have claimed in another discord	2024-05-10T18:43:34.475000+00:00
chibronsec	Holesky or Goerli ?	2024-05-10T18:43:01.771000+00:00
maciver_	This all for goerli testnet	2024-05-10T18:43:01.679000+00:00
maciver_	Top 200 AVS also got the same allocation of 500 eigen tokens	2024-05-10T18:42:50.789000+00:00
maciver_	So it seems that every operator address got 500 eigen tokens?	2024-05-10T18:42:27.400000+00:00
kopath4	Will the missing addresses of the test network be added in the 2 phase?	2024-05-10T18:33:09.844000+00:00
sweetsensi	lol	2024-05-10T18:20:14.589000+00:00
web3cm	"Hey, friends, to clarify here, actually all rewards to testnet users were included in season 1, phase 1 as per the FAQ here: https://docs.eigenfoundation.org/faq/season-1

Sorry if that was confusing, but this is the answer"	2024-05-10T18:19:53.174000+00:00
sweetsensi	can you share with us the information about the allocation?	2024-05-10T18:18:37.638000+00:00
sweetsensi	0	2024-05-10T18:17:55.614000+00:00
moshiri	understandable ser, thanks.	2024-05-10T18:01:07.923000+00:00
dreamgallery	anyway you can just check both your operator and delegate address	2024-05-10T17:56:38.454000+00:00
dreamgallery	"<@741053281119371424> <@828328406830546975> <@316097083658600449> 
Sorry for delete the prev message and please wait for more detailed announcement about the testnet rewards later."	2024-05-10T17:55:44.099000+00:00
romank6511	I'm happy with my reward. Thanks Eigen Team!!!!	2024-05-10T17:45:55.447000+00:00
.skond	if I wasn't in top 200? I am not eligible this time again	2024-05-10T17:43:09.189000+00:00
.skond	so only who was in top 200 are eligible for eigen?	2024-05-10T17:42:55.100000+00:00
dreamgallery	Let him check his 2 delegated wallets	2024-05-10T17:38:17.927000+00:00
sweetsensi	the rest was from the others	2024-05-10T17:36:26.824000+00:00
sweetsensi	he asked others to delegate to him, because had external campaign, so only 2 delegated wallets belonged to him	2024-05-10T17:35:55.683000+00:00
dreamgallery	So how much did he delegate himself?	2024-05-10T17:35:03.866000+00:00
sweetsensi	he was in top20 (not 200)	2024-05-10T17:34:23.228000+00:00
mojtaba93	me too. was in 200 avs untill the network shutdown	2024-05-10T17:33:06.546000+00:00
dreamgallery	"I think the 500 is for the operator address(I guess that need to keep in top 200 for a period and sign before)
And your friend can check his delegator address, the reward is likely to depend on the amount you staked at the time"	2024-05-10T17:33:03.420000+00:00
sweetsensi	my friend got only 500 tokens (included 100 as a bonus for everyone), it's hilarous how the team treats builders, I'm curious how much the rest of us will get	2024-05-10T17:30:40.351000+00:00
web3cm	Please wait for the update on season 2. Missed is because some testnet users got them, but some others are missing. Wait for the details in June	2024-05-10T17:24:10.954000+00:00
sweetsensi	based on your note some operators from top200 got tokens? if yes then how much was the allocation or at least tell us why some got it?	2024-05-10T17:22:30.356000+00:00
sweetsensi	what do you mean by missed?	2024-05-10T17:21:08.390000+00:00
moshiri	mind if i ask how much your operator received?	2024-05-10T17:21:02.734000+00:00
web3cm	As per the first update, missed testnet user allocations will be updated as part of Phase 2 of Season 1.	2024-05-10T17:20:52.213000+00:00
arturionx	"Any news? <@875066441714520064> 
Still waiting for announcement? 
Claim has already started and we are still waiting..."	2024-05-10T17:15:33.394000+00:00
mojtaba93	how much?	2024-05-10T17:15:09.023000+00:00
.xkamx	and your operator address was nothing more than that? like you didn't delegate from that address as well?	2024-05-10T17:13:23.393000+00:00
.xkamx	I wouldn't even go this far...should be based off of time-weighted avg of time spent in the top 200, or based on # of batches signed or something. although giving everyone who was top 200 at some point probably not a bad idea, but it should be weighted imo	2024-05-10T17:12:12.034000+00:00
anotyagi	Totally agree with you I'm also saying rewarding only active sets but not only AVS	2024-05-10T14:43:54.630000+00:00
effenberggesture	"It's wrong because only operators of the active set participate in the validation process.

Meanwhile, the only thing required for a simple registration of an operator is installing EigenLayer CLI. It can be done locally without even opting-in to EigenDA and running a node.

I agree with <@1102299860356567100> and his opinion above: creating an operator and then doing nothing looks like a sybil activity"	2024-05-10T14:42:48.466000+00:00
anotyagi	He not providing rewards only for whales 😉	2024-05-10T13:54:43.431000+00:00
anotyagi	"Let's wait for announcement, because I know eigen team doing fair rewards for their early users and early testnet users also . 

As you see eigen team distribution rewards for every stakers . Minimum 100 eigen for every stakers."	2024-05-10T13:53:52.471000+00:00
anotyagi	Ohh, I don't no you are part of eigen team my bad 😂😂	2024-05-10T13:51:15.882000+00:00
.mormoon	If you can't meet the standard Top200 requirements, you're not eligible. It's that simple.	2024-05-10T13:29:21.333000+00:00
anotyagi	how can you say that only top 200 AVS operators deserve rewards because all guys doing same things as you doing, only difference between amount of goreli eth.	2024-05-10T13:23:43.509000+00:00
dopaminechaos	Claim is here, anything announced for Goreli/holsky operators?	2024-05-10T12:38:11.110000+00:00
.mormoon	"A lot of people here are muddying the waters!
Again, only the Top200 AVS operotors deserve rewards!"	2024-05-10T11:56:46.558000+00:00
.mormoon	"Absoulutely Agree!
Rewards are reserved solely for the Top200 AVS operators!
Don't even try to argue otherwise with me."	2024-05-10T11:50:27.411000+00:00
amit3538	Everyone is greedy and selfish for some extent noone is here to do charity work everyone wants something in return for what they did	2024-05-10T06:52:27.585000+00:00
sifu0620	hum sybils is an other thing, may we not put them is same basket	2024-05-09T14:28:13.596000+00:00
ivanhuk.	If you are not doing job you should not be rewarded. It simple. Only people who was in top200 for some perion should be rewarded. I do not agree that team should reward sybils who just created operetors and did nothing.	2024-05-09T13:46:40.682000+00:00
sifu0620	not crazy a lot of them just want to get a drop based on their criteria without thinking about others : greedy is the term	2024-05-09T08:40:05.999000+00:00
sifu0620	nope i didnt enter the race to buy large amount of testnet token, this was stupid	2024-05-09T08:39:15.338000+00:00
defi_chopper	calling people who just want to be made whole greedy its crazy	2024-05-09T05:27:25.231000+00:00
bholu.eth	you must not have lost 10k+ largely due to their negligence	2024-05-09T03:28:59.762000+00:00
effenberggesture	"We play like people, who consider their contribution to be undervalued in compare with Stakedrop participants.

Still we do it in a much more constructive way than what stakers did in Twitter around 1 week ago"	2024-05-09T01:55:34.557000+00:00
sifu0620	Greedy and selfish yes, they only want them to be eligible for something, nobody ask to inject real money and now they play like the team own them something	2024-05-08T18:26:29.263000+00:00
sweetsensi	greedy? people spent their time and money and without them eigenlayer couldn't exist today like this	2024-05-08T17:48:34.053000+00:00
sifu0620	Too many greedy folks its crazy	2024-05-08T17:31:53.217000+00:00
web3cm	Just stay tuned for the next announcement. It says testnet users in general for now	2024-05-06T20:34:57.493000+00:00
kmi99	Cuase i dont ask about an other testnet users like delegators	2024-05-06T20:28:55.470000+00:00
kmi99	About AVS reward? Right?	2024-05-06T20:28:05.453000+00:00
web3cm	It will be announced in the coming weeks	2024-05-06T20:27:13.402000+00:00
kmi99	I mean, it will be announced this week according to the announcement.	2024-05-06T20:26:16.517000+00:00
web3cm	What do you mean?	2024-05-06T19:04:57.235000+00:00
kmi99	3.	2024-05-06T18:55:19.828000+00:00
kmi99	According to the announcement of the Foundation this week, it should be determined.	2024-05-06T18:55:01.089000+00:00
web3cm	Stay tuned, no ETA yet	2024-05-06T17:26:07.392000+00:00
kmi99	<@875066441714520064> wen announ about AVS REWARD?	2024-05-06T17:23:41.921000+00:00
sifu0620	Nope as the game was only artificial with the pumping price, test net isnt only validating	2024-05-06T15:38:10.673000+00:00
maciver_	"If you weren't in the top 200, you didn't contribute and shouldn't be expecting anything. Any airdrop should be based of signing quantity and %. 

Team aren't dumb, they will organize fairly."	2024-05-06T14:08:01.596000+00:00
sifu0620	all nodes operator must be granted, nobody asked for injecting money and inflate the goerlieth price, it was just a risky play for which did it	2024-05-06T09:55:58.180000+00:00
luz33c	I think actual contribution should be considered, not some cash loss, just running testnet nodes and going on a gamble to buy test coins shouldn't be a reason to give rewards. I think any testnet eigenda in 2023 2024 should be rewarded (i.e. top200, and nodes that run a real eigenda testnet).	2024-05-06T08:21:18.941000+00:00
effenberggesture	"That's a good point. Celestia is the latest tier-1 project with long-term nodes-related testnet. I've just checked and found they allocated 1.4% of the total supply to testnet validators.

I admit EigenLayer is built differently and Celestia didn't have any stakers before the TGE. However so big gap in allocation **in compare** with both Stakedrop and how other tier-1 projects valuated testnet validators contribution is discouraging"	2024-05-06T00:31:28.275000+00:00
lyde17tc	exact	2024-05-05T21:53:44.186000+00:00
kmi99	Exactly	2024-05-05T21:25:32.974000+00:00
romantereh	Actually 8-10K $TIA tokens it was for LightNode. Validators get around 50-100K $TIA	2024-05-05T21:21:20.985000+00:00
kmi99	"Celestia's reward value was reached 200,000$ at the top. 
They sent 10,000 tokens to node operators. And Tia's price was reached 20$"	2024-05-05T21:10:30.804000+00:00
ivanhuk.	Yes. Especially if we would compare with Celestia)	2024-05-05T21:01:45.875000+00:00
kmi99	"3000 tokens for 500 AVS operators = 1,500,000 tokens =Less than  0.1% of total supply.
Its almost nothing for eigen layer"	2024-05-05T21:00:44.832000+00:00
ivanhuk.	I don't mind 🙂	2024-05-05T20:58:50.614000+00:00
kmi99	If they are want to  distributing tokens to AVS operators, they should distribute at least 3000 tokens	2024-05-05T20:57:20.331000+00:00
ivanhuk.	I was be able to buy most goerli for 0.1 and part for 0.25. But I agree with you if you buy most for 0.25 it will even do not compensate for you.	2024-05-05T20:57:18.485000+00:00
kmi99	1200 tokens? It doesn't even compensate for the loss of goerli network shutdown	2024-05-05T20:54:26.351000+00:00
ivanhuk.	"In most testnets where only active set metter the project is rewarding only active operators/validators. As for me the right solution should be to reward operators who was in active set according to it uptime. Other 4K operators who just setup node and did not contribute should only be eligable for some miniml drop.
As I see the people discussint the amount of 1200 tokens. But for operators who was running the node till goerli deprecation this is just a compensation of money spend for goerli.
Yes the Goerli was a test coin but this test coin had real price on the testnetbridge and the price was around 0.25$. Peoples lost their money because continue running operators."	2024-05-05T20:51:34.302000+00:00
sifu0620	hey there i ran an operator node on goerli, any clear and precise allocation with the drop?	2024-05-05T20:29:38.284000+00:00
will2052	It’s pretty simple, if you weren’t in the top 200 of goerli your node didn’t contribute anything	2024-05-05T16:12:15.656000+00:00
0xwaveee	"Team should cut off all nodes that have 0 eth delegated to them and also consider nodes that have more than 2 months running, not just the people that hopped in on the holesky testnet.
I think that nodes that were set up on goerli and stayed for holesky should definitly get a little compensation. 

Try these criteria, 32 eth in the node
Amount of Eth delegated
Running time and you will 

Or send minimum allocation to everynode runner and then check criterias for bigger allocations"	2024-05-05T13:52:41.514000+00:00
lyde17tc	I don't agree that operators on holesky should receive an allowance as well!	2024-05-05T10:20:52.168000+00:00
astro0139	"I don't know what is the team decision about node runners but consider all of us please, some of them couldn't stay on the AVS for 2-3 months but they spent a few thousands dollars 2-3 or more for buying geth
This isn't a big challenge for team"	2024-05-05T09:29:12.816000+00:00
nirnaeth.	Its OK bud. Hope we all get good news soon	2024-05-05T08:50:51.072000+00:00
mojtaba93	No worries. The money stuck is the minimum, we are talking about the reward for our time and work and support of our node for several months, not just the money. Sorry for my language on that reply.	2024-05-05T08:48:05.109000+00:00
nirnaeth.	I spent it too, but not as much as you, and I take it all back through layer zero when the goerli network close day approches. The title says testnet participants, not those who are stuck with money, I didn't read the entire speech, it's too long, I think I can determine whether I still have the right to speak here or not based on this title and sorry for your situation too.	2024-05-05T08:43:16.155000+00:00
mojtaba93	Did you spend that money? If not what is the point of being here?	2024-05-05T08:39:00.095000+00:00
nirnaeth.	sorry I jump in the conversation very late.	2024-05-05T08:38:56.867000+00:00
fuzzyman410	Haha that is the main complaint in this chat, every other node project using goerli migrated months in advance	2024-05-05T08:37:42.072000+00:00
nirnaeth.	well imo there is no guilt about this on team, you should take care yourself on the first place. anyway lets wait the updates	2024-05-05T08:36:45.446000+00:00
fuzzyman410	Nobody did, but it was because of the team’s slow schedule that our funds were stuck there, they could and should have migrated earlier	2024-05-05T08:35:30.044000+00:00
mojtaba93	We put our try to help to debug the system for mainnet, on the other hand someone like justin sun just by depositing and withdrawing money got a big amount of tokens.	2024-05-05T08:35:24.675000+00:00
fuzzyman410	Yes sure i understand that, but there was no promise of rewards in the first place, we set up the nodes with a hope of getting rewards, but there was no guarantee, but the funds stuck in goerli should have been retrievable but they were lost due to the team’s negligence and slow schedule	2024-05-05T08:35:00.161000+00:00
nirnaeth.	what?! who told you to spend 10k on geth and run operator node lol this is not logical al all	2024-05-05T08:34:36.540000+00:00
mojtaba93	It is not just about the  those geth, what about the stress, time, and effort behind them?	2024-05-05T08:33:23.901000+00:00
nirnaeth.	yes but my signing rate was too low cuz it was very hard to stay on active set as you know. I hope team will find a middle way	2024-05-05T08:33:21.265000+00:00
fuzzyman410	I couldn’t care about “extra rewards” I just want the money I lost	2024-05-05T08:32:52.207000+00:00
fuzzyman410	Holesky also contributed far less, was live for 1 month vs goerli 6 months	2024-05-05T08:32:29.655000+00:00
fuzzyman410	This is not the point, majority of of people here do not care about rewards, we just want compensation for what was lost, approximately $10k of funds stuck in goerli testnet	2024-05-05T08:32:00.853000+00:00
hyuk	Holesky didnt even matter, mainnet was shortly after	2024-05-05T08:11:19.999000+00:00
luz33c	"Same here, I think both Goerli and holesky should be rewarded, but with a difference: holesky I think can be considered only top200, but Goerli should be all.
Because holesky has a short time and goerli has a long time, but both the eigenda of both test nets contributed to the final mainnet online. And eigenda was running the service for real, and should rightly be rewarded no matter which network."	2024-05-05T07:38:01.372000+00:00
effenberggesture	"1. I disagree. I think Holesky active set operators and those Goerli operators, who have been in the active set for some period of time, but were eliminated by bigger stakes, also deserve rewards.

2. What mechanic of distribution do you think would be fair? Linear distribution accordingly to the % of signing rate seems to me as the best approach.

Also, it would be great if the team clearly announce the allocation for testnet operators the same way they did it for Stakedrop with 15% in the initial announcement and 280M additional tokens in the latest update"	2024-05-05T04:47:02.238000+00:00
